headline,lead_paragraph,date
Many Obstacles Are Seen to U.S. Taking in Large Number of Syrian Refugees,"WASHINGTON — In late spring, with the war in Syria grinding into its fifth year amid an ever-deepening humanitarian catastrophe for millions of refugees, 14 United States senators wrote a letter to President Obama urging that at least 65,000 of the displaced Syrians be allowed to resettle in the United States.",2015-09-05 01:34:12+00:00
Caijing Journalist’s Shaming Signals China’s Growing Control Over News Media,"HONG KONG — When the Chinese Ministry of Public Security arrested nearly 200 people at the end of August for “spreading rumors,” one of the most prominent targets was Wang Xiaolu, a reporter for the respected business magazine Caijing.",2015-09-06 22:52:59+00:00
Apple and Other Tech Companies Tangle With U.S. Over Data Access,"WASHINGTON — In an investigation involving guns and drugs, the Justice Department obtained a court order this summer demanding that Apple turn over, in real time, text messages between suspects using iPhones.",2015-09-07 20:29:42+00:00
China Flexes Tech Muscles Before a State Visit,"HONG KONG — As President Xi Jinping of China prepares for his first state visit to the United States this month, Washington has warned that it could hit Chinese companies with sanctions over digital attacks for trade secrets. Beijing is now pushing back in an unorthodox way: by organizing a technology forum to demonstrate its own sway over the American tech industry.",2015-09-09 01:24:10+00:00
"For China, Migrant Crisis Is Someone Else’s Fault, and Responsibility",Read in Chinese | 点击查看本文中文版,2015-09-09 21:00:55+00:00
Chinese Citizen Held by ISIS Poses Test for Beijing,"HONG KONG — In the advertisement he is known by a number, 05675, which appears above the pocket of his yellow jumpsuit. He stares somberly into the distance, his left eye swollen and disfigured. His price is not named, but his captors describe him as a “limited-time offer.”",2015-09-10 13:46:01+00:00
Cyberthreat Posed by China and Iran Confounds White House,"WASHINGTON — A question from a member of the Pentagon’s new cyberwarfare unit the other day prompted President Obama to voice his frustration about America’s seeming inability to deter a growing wave of computer attacks, and to vow to confront the increasingly aggressive adversaries who are perpetrating them.",2015-09-15 09:00:18+00:00
U.S. and Chinese Climate Change Negotiators to Meet in Los Angeles,"WASHINGTON — President Obama’s top climate change negotiator met with his Chinese counterpart in Los Angeles on Tuesday to announce joint actions by cities, states and provinces in both countries to reduce greenhouse gas emissions.",2015-09-15 10:00:05+00:00
Obama Hints at Sanctions Against China Over Cyberattacks,"WASHINGTON — President Obama warned on Wednesday that his administration was ready to take action against China over online attacks carried out by Beijing or its proxies, publicly raising the specter of sanctions a week before President Xi Jinping arrives in the United States for a state visit.",2015-09-16 19:17:51+00:00
China Tries to Extract Pledge of Compliance From U.S. Tech Firms,"HONG KONG — The Chinese government, which has long used its country’s vast market as leverage over American technology companies, is now asking some of those firms to directly pledge their commitment to contentious policies that could require them to turn user data and intellectual property over to the government.",2015-09-16 22:32:30+00:00
U.S. and China Seek Arms Deal for Cyberspace,"WASHINGTON — The United States and China are negotiating what could become the first arms control accord for cyberspace, embracing a commitment by each country that it will not be the first to use cyberweapons to cripple the other’s critical infrastructure during peacetime, according to officials involved in the talks.",2015-09-19 16:12:11+00:00
"Warily Eyeing China, Philippines May Invite U.S. Back to Subic Bay","SUBIC BAY, Philippines — In a flash of anticolonialist fervor nearly a quarter-century ago, lawmakers in the Philippines expelled the United States from an enormous naval base here, then the largest overseas outpost of the American military. Promising to break free from the “shackles of dictatorship,” they declared that foreign troops would never return.",2015-09-19 18:24:22+00:00
Xi Jinping’s U.S. Visit,Re-inflating the Chinese economy.,2015-09-20 20:58:37+00:00
Xi Jinping of China Arriving in U.S. at Moment of Vulnerability,"BEIJING — President Xi Jinping of China looked regal as he stood in a limousine moving past Tiananmen Square this month, wearing a traditional suit of the kind favored by Mao and waving at parade troops assembled at attention. But the luster of Mr. Xi’s imperial presidency has dulled lately.",2015-09-21 09:00:05+00:00
"Malaysia’s Leader, Najib Razak, Faces U.S. Corruption Inquiry","The embattled prime minister of Malaysia, facing mounting political turmoil and a parade of inquiries at home and abroad into a sovereign wealth fund that he oversees, is now coming under the scrutiny of American investigators as well.",2015-09-21 21:12:24+00:00
China Formally Arrests U.S. Citizen Accused of Spying,"BEIJING — An American businesswoman accused of spying has been formally arrested in China shortly before President Xi Jinping’s trip to the United States, her husband and a family lawyer said on Tuesday, adding to the brew of disputes that have dulled expectations for the visit.",2015-09-22 05:47:46+00:00
Your Tuesday Briefing,(Want to get the briefing by email? Here’s the sign-up.),2015-09-22 09:47:46+00:00
Report Stresses Importance of Agreement to Avoid Cyber Conflict,"As China president Xi Jinping begins a trip to the United States that could include the first arms control accord for cyberspace between the United States and China, a new RAND report that rates the cyber warfare capabilities of the world’s two largest economies shows how important such an agreement could be. ",2015-09-22 14:40:58+00:00
Conflict Flavors Obama’s Meeting With Chinese Leader,"WASHINGTON — For the past two years, the critical question confronting the Obama administration about Xi Jinping, the Chinese president who defied American predictions by challenging the United States’ superpower status early and directly, has been how forcefully to respond.",2015-09-23 01:05:33+00:00
China to Announce Cap-and-Trade Program to Limit Emissions,"WASHINGTON — President Xi Jinping of China will make a landmark commitment on Friday to start a national program in 2017 that will limit and put a price on greenhouse gas emissions, Obama administration officials said Thursday.",2015-09-24 09:00:06+00:00
Q. and A.: Jessica Chen Weiss on Nationalism in Chinese Politics,Read in Chinese | 点击查看本文中文版,2015-09-24 10:15:55+00:00
Pope Francis to Address U.N.’s Largest Gathering of World Leaders,"UNITED NATIONS — It will be the largest gathering of presidents and prime ministers ever at the United Nations. Some of them will assemble here under one roof for the first time in years, and their job will be to wrestle with global crises that they stubbornly disagree on, including climate change, the war in Syria, and a historic exodus of people fleeing conflict and hunger.",2015-09-25 07:45:21+00:00
Xi Jinping’s Inner Circle Offers Cold Shoulder to Western Officials,"BEIJING — When Wang Huning, a policy adviser to the Chinese president, made a six-month trip to the United States in 1988, he returned with notes for a 400-page memoir.",2015-09-25 09:16:46+00:00
Obama and Xi Jinping of China Agree to Steps on Cybertheft,"WASHINGTON — President Obama and President Xi Jinping of China took their first concrete steps on Friday toward reining in the rising threat of cyberattacks between the world’s two largest economies, pledging that their governments would refrain from computer-enabled theft of intellectual property for commercial gain even as Mr. Obama suggested that he might still impose sanctions if rampant Chinese hacking persisted.",2015-09-25 13:09:31+00:00
